4.32328078259232e-07,-4.55487559980474e-09,1.53817666086627e-07,1.53817666086627e-07,-9.43310628433021e-08,-9.43310628433021e-08,-4.20019203559932e-09,-8.78371438339752e-11,1.85290965706625e-10,2.74849714094929e-10,-3.22491035743766e-11,-7.97646167586642e-11,-6.94394639235671e-12,6.73514340788185e-13
-2.350681166729e-10,-4.12612614137298e-11,-1.13846237693677e-10,-1.13846237693677e-10,2.02372854290634e-10,2.02372854290634e-10,1.53152518822317e-11,-2.66766742464399e-13,1.37155866355287e-12,2.14380384161253e-13,-8.9672125956142e-13,-3.5893670128658e-13,-1.68741392920091e-14,4.27928093694535e-15
1.10740051285705e-05,4.66118949825865e-06,4.0207857214809e-06,4.0207857214809e-06,5.4568849534518e-07,5.4568849534518e-07,2.46761531678973e-07,1.66957371216229e-08,1.15404459263558e-09,-1.07394603303924e-08,6.51824132713082e-09,3.24586179710645e-10,1.98258130324066e-10,-3.59697254219167e-11
-5.49409550302063e-06,-2.56299037650206e-06,-1.9357637854998e-06,-1.9357637854998e-06,-4.43102405643165e-07,-4.43102405643165e-07,-1.34105090664033e-07,-9.64451405413987e-09,-5.95949052036196e-10,5.58756504595163e-09,-3.3073372245583e-09,-2.05595631618555e-10,-1.10798987545603e-10,2.04329372761263e-11
7.43844609372524e-10,-9.33024249571847e-09,2.99022735617344e-09,2.99022735617344e-09,-6.36343960392635e-10,-6.36343960392635e-10,5.69103429245043e-10,-1.75019055960437e-12,3.23877987979243e-11,-5.13913758637397e-12,-4.46759986183007e-12,-9.1989047294783e-12,-2.87250959838965e-13,6.17462320532457e-14
-1.22242832455526e-09,-4.03058386458478e-10,-4.69268844094034e-10,-4.69268844094034e-10,1.05905607538342e-11,1.05905607538342e-11,-2.25112991986057e-11,-1.22459081994593e-12,-1.50987458454909e-13,1.0826090555389e-12,-6.90899520684268e-13,-5.09547357141542e-15,-1.61408622159286e-14,2.72819281781682e-15
-3.82779987790987e-06,5.03872394927567e-07,-2.13655649088082e-06,-2.13655649088082e-06,7.74594702812346e-07,7.74594702812346e-07,-8.99373192476896e-08,-7.43575888108776e-10,-3.44415944570144e-09,7.87278892439785e-10,-9.20290033711484e-10,7.46935337201097e-10,1.70935675257376e-11,-4.13084057010107e-12
5.49808277193172e-05,9.56090139835379e-07,2.31065081180475e-05,2.31065081180475e-05,-1.20007701439155e-05,-1.20007701439155e-05,7.51102339888381e-08,2.40986252023356e-08,-2.31714334823918e-08,-2.44305693141517e-08,1.24168228070141e-08,1.17318830265695e-08,1.23267308902104e-09,-9.70372404688689e-11
2.0403735199821e-06,-2.0863293036905e-07,2.01276034711065e-06,2.01276034711065e-06,-2.00110295330173e-06,-2.00110295330173e-06,-1.69897993554358e-08,4.33328941810925e-09,-5.64086828073225e-09,3.86792575567207e-09,1.67396895732879e-09,1.93040718521643e-09,-7.87412229042843e-11,-1.0049926137801e-10
7.89152425014674e-06,-9.56277390195708e-07,3.67526926597966e-06,3.67526926597966e-06,-1.23900424192639e-06,-1.23900424192639e-06,7.3308873249334e-08,-7.05342660541562e-09,6.76853317436709e-09,-1.88383317808775e-09,1.77795618891528e-09,-1.87010100621436e-09,-3.09785498506662e-11,2.29560812847368e-11
-1.18578915835995e-06,-7.77658101099742e-07,-4.6241628057673e-07,-4.6241628057673e-07,-9.46236069507279e-08,-9.46236069507279e-08,-3.59707579929324e-08,-6.7682465165613e-09,8.97274924325419e-10,8.12224522607158e-10,-3.4094610765965e-10,-5.93599446828196e-10,-5.45867609745373e-11,1.00758889416912e-11
1.01049037285484e-05,8.20261506949043e-06,-2.01740041834735e-06,-2.01740041834735e-06,6.82583959136846e-06,6.82583959136846e-06,-3.59275237255921e-07,-3.75235488528449e-08,4.09560385660066e-09,-4.05595339646393e-09,-6.67819081259932e-09,-2.94521687809029e-09,-1.10075419912868e-10,9.78631946222471e-11
1.17753524807978e-06,1.5829345356435e-07,4.84506946884501e-07,4.84506946884501e-07,-5.27445687937142e-07,-5.27445687937142e-07,-7.11825987817304e-08,1.1795727923289e-08,-4.58268635402712e-09,7.84687510845462e-11,1.29932614972436e-09,1.64361988845163e-09,1.52916186501354e-10,-2.81781474639481e-11
4.96144074597556e-07,1.37171354904728e-06,2.42250176688195e-07,2.42250176688195e-07,5.17622351408494e-07,5.17622351408494e-07,8.26480588606229e-08,7.26070113043242e-09,1.19865705831931e-09,-3.95770376773554e-10,-4.53350090627043e-10,1.0740062854555e-10,1.95994355305081e-11,-5.94799537951728e-12
5.78671470990672e-11,-2.34366362933049e-11,3.44390481230026e-11,3.44390481230026e-11,-1.19786976047557e-11,-1.19786976047557e-11,2.45409005831717e-12,-1.9972691264286e-13,1.46389976383468e-13,-3.29603600083021e-14,8.83040744005162e-15,-4.32798716920633e-14,-3.84307243283341e-15,8.39085225703551e-16
1.54241022230294e-08,2.93258178335316e-09,6.65441280110803e-09,6.65441280110803e-09,-4.54539402202628e-09,-4.54539402202628e-09,-5.14780018322222e-10,1.6577970029353e-11,-1.97714229493472e-11,9.25955807428414e-12,1.43018869345794e-12,5.82338913219376e-12,5.83215055026165e-13,-1.19425395006382e-13
-2.34099120825286e-09,-2.24764804249394e-09,-6.03151616633495e-10,-6.03151616633495e-10,-6.47272069488465e-10,-6.47272069488465e-10,-5.97435810916554e-11,-6.08548169350953e-12,-1.75906135087315e-12,1.36463143928404e-12,8.09188782576684e-13,1.53864094552542e-13,5.73667052223488e-15,-5.79397537930105e-15
1.78781050754653e-09,1.2395508389666e-09,6.03243191117747e-10,6.03243191117747e-10,-5.65220097786604e-11,-5.65220097786604e-11,1.42754748519775e-11,7.19136699017882e-12,-1.20230504770837e-12,-1.30670899088616e-12,9.37538680229178e-13,6.5247103766062e-13,4.64121206460135e-14,-6.99483628279343e-15
6.40043449205955e-11,2.75996674523323e-11,2.70569800186996e-11,2.70569800186996e-11,-4.21067502261508e-11,-4.21067502261508e-11,-6.2597237333221e-12,-1.35508072416015e-12,-4.6143334035616e-13,-8.2507732350199e-15,3.80856958090959e-13,5.43391619701365e-14,-4.3910156345483e-15,1.87553453128398e-16
2.77789874333454e-09,1.81682261161541e-09,9.49924165350669e-10,9.49924165350669e-10,1.3112510800639e-11,1.3112510800639e-11,2.01596390726215e-11,7.19354203490304e-12,2.05619224117063e-13,-1.50939622065396e-12,1.89615252420242e-13,2.54678896505654e-13,1.23362627496057e-14,1.56463694222569e-15
-1.26491280204735e-10,-2.62738521755099e-10,5.28739541847158e-12,5.28739541847158e-12,-1.80362642094401e-10,-1.80362642094401e-10,-1.18055636230169e-11,-1.62962184218422e-13,-6.38158057393271e-13,-8.84892000936451e-16,3.88274329688794e-13,1.4481921860031e-13,4.39072694511929e-15,-1.54115952490182e-15
6.63896587436932e-10,9.97592438402446e-10,7.45290952975161e-11,7.45290952975161e-11,4.33191526131054e-10,4.33191526131054e-10,4.13373227445101e-11,1.96844463490515e-13,5.14738685532362e-13,-5.68404512245705e-13,-3.49206348443078e-14,-3.92382310472248e-14,-2.85103627913089e-15,1.62930463269431e-15
-7.76298090931801e-10,-7.60381149905868e-10,-2.08868017700965e-10,-2.08868017700965e-10,-7.39115457849505e-11,-7.39115457849505e-11,-1.53737980842573e-11,-4.96429295259584e-12,1.33002049535043e-12,9.08068353595568e-13,-8.27061469713377e-13,-5.8123441287951e-13,-4.58295203334617e-14,7.58959168069242e-15
2.25374496480812e-10,2.40216024913441e-10,5.58081433521499e-11,5.58081433521499e-11,4.63222209347343e-11,4.63222209347343e-11,5.22495802369626e-12,1.92381881527143e-12,-2.96376144161337e-13,-2.33026828695915e-13,1.26464011261176e-13,1.62884563237697e-13,1.79029217909361e-14,-2.97817542184511e-15
-5.96995265201885e-10,-5.4364849502235e-10,-1.67376561376711e-10,-1.67376561376711e-10,-1.2942144922603e-11,-1.2942144922603e-11,-1.47960503094288e-11,-1.79170970118484e-12,1.05016475062605e-12,7.53371686148928e-13,-9.08128320091481e-13,-4.03830663749008e-13,-2.26115248778539e-14,4.02580127180202e-15
3.75522336234821e-10,3.14216397714225e-10,1.16023613577096e-10,1.16023613577096e-10,6.23945070561104e-13,6.23945070561104e-13,-1.4130546287741e-13,5.88816599025784e-13,-6.47942933564083e-13,-2.53575584682158e-13,5.01247178629255e-13,2.00851289834123e-13,1.18968752843184e-14,-2.5380308926682e-15
